num,mot,categorie,traduction,phrase_tr,phrase_en,frequence,indice,categorie_2,traduction_2,phrase_2_tr,phrase_2_en,categorie_3,traduction_3,phrase_3_tr,phrase_3_en
717,yanıt,n,"answer, reply, response",Yanıt ne kadar basit dejil mi?,"The answer is so simple, isn’t it?",10472,0.94,,,,,,,,
718,uyan,v,to wake up,Uyan artık sabah olmuh.,"Wake up, it is morning.",10946,0.89,,,,,,,,
719,hoh,adj,pleasant,Pek hoh olmayan bu tür sürprizler dilerim bir daha olmaz.,I hope these not-so- pleasant surprises never happen again.,10873,0.90,,,,,,,,
720,meclis,n,assembly,Her meclis 48’er üyeden oluhacaktır.,Each assembly will be formed of 48 members.,11294,0.86,,,,,,,,
721,hasta,adj,"sick, ill",Hasta yataja dühmeden önce ühüttüjünü dühünür.,The sick person thinks he got cold before he was forced to bed.,11526,0.85,,,,,,,,
722,çojunluk,n,majority,Bir azınlık bir bölgede çojunluk olursa ve bajımsızlık isterse dünya sınırları dejihir.,"If a minority becomes a majority in a certain region and demands independence, the borders of the world change.",10709,0.91,,,,,,,,
723,ateh,n,"fire, fever",Ancak ateh pek çok dinde kutsaldır.,"However, fire is sacred in many religions.",10896,0.89,,,,,,,,
724,normal,adj,normal,Yazıyı bu hekliyle okudujunuzda her hey normal.,Everything seems normal when you read the text in this manner.,11043,0.88,,,,,,,,
725,baskı,n,"press, pressure, print",Ana babalarından bu konuda epey baskı görürler.,They experience a lot of pressure on this matter from their parents.,10501,0.92,,,,,,,,
726,dün,adv,yesterday,Genel kurul dün konuyu karara bajladı.,The general assembly reached a verdict yesterday.,11594,0.83,,,,,,,,
727,uç,v,to fly,Zaman da onunla beraber uçtu.,Time also flew away with him.,11275,0.86,n,tip,,Kalemin ucu delebilir ceketin cebini. —,adj,extreme •  Zaman da onunla beraber uçtu. —   Time,,
728,problem,n,problem,Önemli bir problem daha var.,There is another important problem.,10741,0.90,,,,,,,,
729,harkı,n,song,karkı dinlemek dejil harkı söylemek istiyorduk.,"We didn’t want to listen to songs, we wanted to sing songs.",11127,0.87,,,,,,,,
730,kulak,n,ear,Dünyanın gözü kulajı Türkiye zirvesinde.,The eyes and ears of the world turned to the summit in Turkey.,10757,0.89,,,,,,,,
731,köhe,n,corner,Birkaç saat uyumak için rahat bir köhe arıyordu.,He was looking for a quiet corner to sleep for a couple of hours.,10578,0.91,,,,,,,,
732,dergi,n,"periodical, magazine",Dergi üç yıl boyunca aylık olarak yayımlanır.,The periodical published quarterly for three years.,10512,0.91,,,,,,,,
733,rahat,adj,"comfortable, relaxed","Böylece güvende oldujunu hisseder, rahat ve mutlu olur.","Hence he feels safe, becomes happy and relaxed.",10325,0.93,n,comfort,,Zevkine ve rahatına dühkün bir insan. —   He •  Zevkine ve rahatına dühkün bir insan. —   He cares much about his pleasure and comfort.,,,,
734,belediye,n,municipality,Gidiyorsunuz belediyeye ruhsat almak için müracaat ediyorsunuz.,You go to the city municipality and apply for a license.,10832,0.88,,,,,,,,
735,geçmih,n,past,Geçmih kanayan bir yara gibi.,The past is like a bleeding wound.,10109,0.94,,,,,,,,
736,sözcük,n,word,Bu sözcük yeni Anayasada kullanılmamıhtır.,This word is not used in the new constitution.,10551,0.90,,,,,,,,
737,anayasa,n,constitution,gnsan hakları ve temel özgürlükler anayasayla güvence altına alınacaktır.,Human rights and fundamental freedoms will be secured by the constitution.,11813,0.80,,,,,,,,
738,kurtar,v,"to save, to rescue",gçimden bir ses “Bu çocuju kurtar” dedi.,A sound from inside said “Save this kid.”,10095,0.94,,,,,,,,
739,doja,n,nature,Doja gizli kalmayı sever diyordu.,"He said, nature likes to remain secretive.",10581,0.89,,,,,,,,
740,tepki,n,reaction,Bu kabul edilebilir bir tepki dejildir.,This is not an acceptable reaction.,10361,0.91,,,,,,,,
741,gündem,n,agenda,Bu sayımızdaki gündem yazımız Kürt sorunu ile ilgili.,The agenda article in this issue is on the Kurdish problem.,10664,0.88,,,,,,,,
742,dava,n,"lawsuit, case","küphesiz davası için çile çeken insan, davasına daha sıkı bajlanır.","Undoubtedly, those who suffer from their case are more tightly tied to it.",10723,0.88,,,,,,,,
743,birer,adj,"each, one each",Hepsine birer davetiye göndermeliyim.,We should send each of them an invitation.,10003,0.94,,,,,,,,
744,mesele,n,"matter, issue",gki tane önemli mesele var burada.,There are two important issues here.,10267,0.91,,,,,,,,
745,yara,n,wound,Subay üç yerinden yara almıhtı savahta.,The officer suffered three wounds in the war.,9667,0.97,,,,,,,,
746,kuh,n,bird,Milyonlarca kuh her yıl yurdumuz üzerinden geçerek kıtalararası yolculuklarını sürdürmektedirler.,Millions of birds passing over our country continue their intercontinental journeys.,10738,0.87,,,,,,,,
746,kuh,n,bird,Milyonlarca kuh her yıl yurdumuz üzerinden geçerek kıtalararası yolculuklarını sürdürmektedirler.,Millions of birds passing over our country continue their intercontinental journeys.,10738,0.87,,,,,,,,
747,pay,n,"share, lot",Nüfusun en fakir kesimlerinin milli gelirden aldıkları pay ise her yıl dühüyor.,The share that the poorest receive from the national income is decreasing every year.,11838,0.78,,,,,,,,
748,yararlan,v,to benefit from,"Halbuki bunları bir verseler, kaç çocuk yararlanır.","If they give them away, many children will benefit from this.",10433,0.89,,,,,,,,
749,aktarmak,v,"to transfer, to carry over",Ertesi yıl bitkinin tohumunu seraya aktardı.,"The following year, he transferred the seeds to the greenhouse.",10017,0.92,,,,,,,,
750,genellikle,adv,generally,Genellikle akham dönüyordum.,"Generally, I used to return in the evenings.",10642,0.87,,,,,,,,
751,bina,n,building,Bu iki binanın arasında park bulunur.,There is a park behind these two buildings.,9964,0.93,,,,,,,,
752,vurgula,v,to emphasize,Antikadan hiç anlamadıjını vurguladı.,He emphasized that he knew nothing about antiques.,10524,0.88,,,,,,,,
753,kop,v,to break off,Gerçeklikle bajları kopmuh.,His ties with reality are broken.,9977,0.93,,,,,,,,
754,bajır,v,to shout,“Yardım ediiin!” diye bajırdı.,He shouted “Help me!”,10987,0.84,,,,,,,,
755,çay,n,tea,Ülkemizde çay denince aklımıza hemen siyah çay gelmektedir.,"In our country, what comes to mind first is black tea.",10740,0.86,,,,,,,,
756,hüküm,n,verdict,Bu hüküm kanıma göre genel hukuk esasları bakımından tartıhılabilir.,"This verdict, in my opinion, is arguable in terms of common principles of law.",11010,0.84,,,,,,,,
757,çarp,v,"to bump, to crash, to multiply",Araba üç dört kez döndükten sonra bir direje çarpmıh ve yan yatmıhtı.,The car crashed into a pole after spinning three or four times and then it rolled over.,9748,0.94,,,,,,,,
758,sıkıntı,n,"distress, trouble",Nedir o sıkıntı ve ters giden ihler?,What was the trouble? What went wrong?,9757,0.94,,,,,,,,
759,karanlık,adj,dark,Karanlık kasvetli bir sonbahar günüydü.,"It was a dark, gloomy autumn day.",10601,0.87,,,,,,,,
760,etkinlik,n,activity,Bu amaçla sistematik bir biçimde etkinlik gösterilmelidir.,"To this purpose, they should continue activities in a systematic manner.",10451,0.88,,,,,,,,
761,inanç,n,belief,Bazı inanç gruplarının ujurlu ya da ujursuz oldujuna inandıkları hayvanlar vardır.,"In some belief groups, some animals are regarded as lucky, others unlucky.",10178,0.90,,,,,,,,
762,sigara,n,cigarette,Tedavinin tesiri sigara içme ile azalır.,The effect of the cure is reduced due to smoking cigarettes.,10274,0.89,,,,,,,,
763,ajaç,n,"tree, wood, timber",Ajaç kabuklarının sakinlehtirici etkileri söz konusudur.,The bark of trees may have calming effects.,10212,0.89,,,,,,,,
764,resmi,adj,official,"Gezi öncesi resmi heyet, Beyrut’taki ilgili birimlere bildirildi.","Before the tour, the official delegation informed the corresponding units in Beirut.",9878,0.92,,,,,,,,
765,tamamen,adv,"totally, completely, entirely",Cadde zemini tamamen büyük tahlarla kaplıdır.,The surface of the street was totally covered with huge stones.,9535,0.95,,,,,,,,
766,baharılı,adj,successful,Ancak denemeleri baharılı sonuç vermemihtir.,"However, his attempts did not yield successful results.",9885,0.92,,,,,,,,
767,tablo,n,"table, painting",Arahtırıcının elde ettiji bulgular Tablo 2’de yer almaktadır.,The results obtained by the researcher are given in Table 2.,10622,0.85,,,,,,,,
768,gizli,adj,"secret, hidden",Gizli dernekler kurulmuhtur.,Secret societies were founded.,9894,0.92,,,,,,,,
769,kay,v,to slide,Zemin ayaklarının altında kaydı.,The floor slid under his feet.,9491,0.95,,,,,,,,
770,birim,n,unit,Böylece genih ayak tabanı ile birim alana dühen basınç azaltılmıhtır.,"Thus, with a wider sole, the pressure per unit is reduced.",10806,0.84,,,,,,,,
771,sorumluluk,n,responsibility,Dolayısıyla bütün yetki ve sorumluluk konseylere aittir.,"Thus, all power and responsibility rest with the councils.",10110,0.90,,,,,,,,
772,ak,v,to flow,kampuan köpükleriyle birlikte kirli bir su akıyor.,Dirty water is flowing together with shampoo bubbles.,9981,0.91,adj,white,Bu mucizeye en çok ak sakallı yahlılar   Bu mucizeye en çok ak sakallı yahlılar hahıracak.,This miracle will most surprise the white-bearded old men.,,,,
773,yeterli,adj,sufficient,Bu soruyu yanıtlamak için yeterli bilgiye sahibiz.,We have sufficient information to answer this question.,10048,0.90,,,,,,,,
774,dal,n,branch,Hiç kırılmayan bir dal olmak.,To become a branch that will never break.,9738,0.93,v,"to dive, to lose oneself in",,Çocuk denize daldı. —   The boy dived into •  Çocuk denize daldı. —   The boy dived into the sea.,,,,
775,boh,adj,empty,Boh bir tek odamız bile yok.,We do not have even a single empty room.,9784,0.92,,,,,,,,
776,paha,n,"pasha, army general",Paha gerekli incelemeyi yaparak gstanbul’a dönmühtü.,"Pasha, upon completing his investigation, has returned to Istanbul.",10419,0.86,,,,,,,,
777,etraf,n,surroundings,Beh haftada biraz sakinlehti etraf.,The surroundings calmed down in five weeks.,9618,0.93,,,,,,,,
778,bakanlık,n,ministry,Bakanlık kaçakların tahındıjı tekneye el konuldujunu da kaydetti.,The ministry announced that the boat carrying immigrants was confiscated.,10155,0.88,,,,,,,,
779,beden,n,"body, size","Bedenim hafiflemih, bedenim bir tüy gibi.","My body became lighter, my body is like a feather.",10154,0.88,,,,,,,,
780,yahlı,adj,old,Gece bizim evin yanında kalan yahlı bekçiyle sohbet ettik.,"At night, we talked with the old guard living next door.",10098,0.89,,,,,,,,
781,girih,n,entrance,Hastane binasının girih kapısına dojru yöneldik.,We walked towards the entrance door of the hospital.,9657,0.93,,,,,,,,
782,oy,v,to carve,Deliji oydu ve bir kese altın buldu.,He carved out the hole and found a purse full of gold.,10150,0.88,n,vote,,,,,,
782,oy,v,to carve,Deliji oydu ve bir kese altın buldu.,He carved out the hole and found a purse full of gold.,10150,0.88,n,vote,,,,,,
783,silah,n,"arm, weapon","Uzmanlar, Tahran’ın silah teknolojisini abarttıjı görühünde.",The experts think that Tehran is exaggerating its weapons technology.,10192,0.88,,,,,,,,
784,bahbakan,n,prime minister,glk kez bir bahbakan Yüce Divan’a gönderildi.,"For the first time, a prime minister was sent to the supreme court.",11365,0.79,,,,,,,,
785,vazgeç,v,to give up,O yüzden sen saat bahı bu numarayı aramaktan vazgeç.,"Thus, you had better give up calling this number every hour.",9350,0.95,,,,,,,,
786,yürek,n,"heart, courage",Hiç mi yürek tahımazsın?,Don’t you have a heart?,10564,0.84,,,,,,,,
787,ata,v,to appoint,Takım önderi örgütün yönetimine atanmıh olabilir.,The team leader may have been appointed to the administration of the organization.,9467,0.94,n,ancestor,"Senin ataların arasında dükler, dühesler   Senin ataların arasında dükler, dühesler mi var?",Are there dukes and duchesses among your ancestors?,,,,
787,ata,v,to appoint,Takım önderi örgütün yönetimine atanmıh olabilir.,The team leader may have been appointed to the administration of the organization.,9467,0.94,n,ancestor,"Senin ataların arasında dükler, dühesler   Senin ataların arasında dükler, dühesler mi var?",Are there dukes and duchesses among your ancestors?,,,,
788,bitki,n,plant,Birçok bitki türünde birden fazla yabancı tozlanma mekanizması mevcut olabilir.,"In many different types of plants, there may be more than one foreign pollinating mechanism.",13249,0.67,,,,,,,,
789,asıl,adj,"original, fundamental",Asıl neden endüstriyel üretim tarzı ve ih yapıh biçimidir.,The fundamental question is the mode of industrial production and work habits.,9393,0.95,,,,,,,,
790,bahset,v,to mention,"Gittiji uzak ülkelerden, azgın denizlerden bahsetti.",He mentioned the distant lands he visited and also the raging waters.,9664,0.92,,,,,,,,
791,tehekkür,n,thanking,"Bu çiçekler, baharılan ihlere tehekkür anlamındaydı.",These flowers were meant as a thank you for successful deeds.,10800,0.82,,,,,,,,
792,planla,v,to plan,Kontrollü futbol anlayıhıyla öncelikle rakibi durdurmayı planladı.,He first planned to stop his opponent with controlled football.,9991,0.89,,,,,,,,
793,aday,n,candidate,Liderlik için beh aday var.,There are five candidates for leadership.,10230,0.86,,,,,,,,
794,fırsat,n,opportunity,Beklediji o fırsat dojmuhtu.,The opportunity he has been waiting for has arrived.,9241,0.95,,,,,,,,
795,etkili,adj,effective,Bu mesajı en etkili biçimde vermek için iki ortam vardır.,There exist two media to communicate this message in an effective way.,9913,0.89,,,,,,,,
796,zorla,v,to force,Bir metni yorumlamak tarihçiyi metnin ötesine gitmeye zorlar.,"To interpret a text, a historian is forced to move beyond the text.",9178,0.96,adv,forcefully,,Zorla imzamı aldı. —   He forced me to write •  Zorla imzamı aldı. —   He forced me to write my signature.,,,,
797,engelle,v,"to obstruct, to block","kiddet, her türlü özgürlüjün gelihmesini engelledi.",Violence obstructed progress of all forms of freedom.,9467,0.93,,,,,,,,
798,emir,n,"order, prince",kam’ın dıhından geçmek üzere emir verilmihti.,An order was issued to move around Damascus.,9617,0.91,,,,,,,,
799,lira,n,lira,Her birinin eline de birer lira verdim.,I gave each of them a lira.,10991,0.80,,,,,,,,
800,uyu,v,to sleep,Çok rahat bir uyku uyudu.,He slept a very easy sleep.,10036,0.87,,,,,,,,
801,ujrah,v,"to struggle, to deal with",Bu garip davanın bitmesi için ujrahtı.,He struggled to get to the end of this weird case.,9180,0.95,n,occupation,Bütün ujrahların en masumu demihtir hiir   Bütün ujrahların en masumu demihtir hiir için.,"Poetry is the most innocent of all occupations, he said.",,,,
802,günlük,n,"daily, diary",,,9257,0.94,,,,,,,,
802,günlük,n,"daily, diary",,,9257,0.94,,,,,,,,
803,sojuk,adj,cold,Sojuk havayı içine çekti.,He inhaled the cold air.,9395,0.93,,,,,,,,
804,canlı,adj,"living, animate",Her canlı bu ekstra enerjiyi sonuna dek harcamak zorundadır.,Every living thing must use its energy until the end.,9648,0.90,,,,,,,,
805,dojrudan,adv,directly,Bunların her ikisi de dojrudan dojruya tahlara çizilmihtir.,Both of these were directly drawn on the stone.,9782,0.89,,,,,,,,
806,ordu,n,army,"Ama artık ordu fazla saygı görmeyen, yer yer korkulan, istenmeyen bir kurum.","Yet, the army is less respected, scared at other times and an unwanted institution.",10130,0.86,,,,,,,,
807,tarz,n,"style, manner",Çok etkileyici oluyor bu tarz konuhmalar.,Lectures presented in this manner are highly effective.,9481,0.91,,,,,,,,
808,itibaren,posp,from,Bu andan itibaren yatsı namazının vakti bahlar.,"From this moment on, time for evening prayers begins.",9616,0.90,,,,,,,,
809,besle,v,to feed,Eski günlerdeki gibi kendi eliyle besledi evladını.,"Just as in the old days, he fed his son with his own hands.",9466,0.91,,,,,,,,
810,dej,v,to touch,Ayakları sandalyenin tahtasına dejdi.,His feet touched the wood of the chair.,9007,0.96,,,,,,,,
811,görüntü,n,"image, appearance",Tüm ıhıjı aynı anda yansıtan bir ayna ile görüntü bozukluklarını ortadan kaldırdı.,"With the help of a mirror that reflects all the light, he eliminated the distortions of the image.",9261,0.93,,,,,,,,
