id;word_id;question_type;text;option_1;option_2;option_3;option_4;correct_answer;note
1471;1471;1;"What is the Turkish word for ""boulder"" ?";tas;dalga;deniz;kaya;4;
1472;1472;1;"What is the Turkish word for ""letter"" ?";alfabe;abece;yaza;harf;4;
1473;1473;1;"What is the Turkish word for ""floor, base"" ?";tavan;masa;duvar;taban;4;
1474;1474;1;"What is the Turkish word for ""to melt, to dissolve"" ?";erimek;penlemek;aramak;slimek;1;
1475;1475;1;"What is the Turkish word for ""region, neighborhood"" ?";fara;yore;ulke;yöre;4;
1476;1476;1;"What is the Turkish word for ""pleased, content"" ?";memnun;mütlüsüz;espirili;cambazlık;1;
1477;1477;1;"What is the Turkish word for ""dollar"" ?";dolar;dollar;döllar;dolara;1;
1478;1478;1;"What is the Turkish word for ""to structure"" ?";silanmak;yapırmak;yapılanmak;sertemek;3;
1479;1479;1;"What is the Turkish word for ""term"" ?";terim;serm;ter;mer;1;
1480;1480;1;"What is the Turkish word for ""formerly, previously"" ?";ölesiye;eskiden;art arda;ümitsizce;2;
1481;1481;1;"What is the Turkish word for ""kitchen"" ?";yemek odası;oda;banyo;mutfak;4;
1482;1482;1;"What is the Turkish word for ""kilo"" ?";kıla;kilo;qilo;killo;2;
1483;1483;1;"What is the Turkish word for ""distribution, dispersion"" ?";derliğim;dağılım;kerliğim;serliğim;2;
1484;1484;1;"What is the Turkish word for ""performance"" ?";tamsıl;oyum;pumlin;performans;4;
1485;1485;1;"What is the Turkish word for ""inflation"" ?";inflasyon;anflasyon;onflasyon;enflasyon;4;
1486;1486;1;"What is the Turkish word for ""to water"" ?";nemek;sutlamak;sulamak;sütlamak;3;
1487;1487;1;"What's the Turkish equivalent of ""front, side"" ?";retne;temet;ütünüt;cephe;4;
1488;1488;1;"What is the Turkish word for ""prophet"" ?";sirtici;peygamber;meraber;cuzlama;2;
1489;1489;1;"What is the Turkish word for ""cheap"" ?";masraflı;tekel;pahalı;ucuz;4;
1490;1490;1;"What is the Turkish word for ""lack, deficiency, shortage"" ?";tıkrak;eksiklik;sentimet;suzlu;2;
1491;1491;1;"What is the Turkish word for ""sovereignty, dominance"" ?";eğemenlik;benmedin;egemenlik;sadırlık;3;
1492;1492;1;"How would you translate ""at last, finally"" in Turkish ?";sonuç olarak;nihayet;o zaman;ilk olarak;2;
1493;1493;1;"What is the Turkish word for ""shopping"" ?";alışveriş;alişveriş;alışverış;alış verişe;1;
1494;1494;1;"What is the Turkish word for ""trademark, brand"" ?";marka;barka;banma;çerka;1;
1495;1495;1;"What is the Turkish word for ""anger, rage"" ?";süfke;üfke;öfke;ofke;3;
1496;1496;1;"What is the Turkish word for ""weight"" ?";yükseklik;uzunluk;boy;ağırlık;4;
1497;1497;1;"What is the Turkish word for ""to accumulate"" ?";sertemek;kulunmak;birikmek;belemek;3;
1498;1498;1;"What is the Turkish word for ""giant"" ?";dev;zayif;kilolu;perten;1;
1499;1499;1;"What is the Turkish word for ""individual"" ?";bireysel;kisi;birin;sirtin;1;
1500;1500;1;"Which of these words means ""saving"" ?";borç;sekim;birikim;para;3;
